"","","","","classificacoes"
"1",0.408600106660049,0.250722370785874,0.470330014934787,1
"2",0.444148293431948,0.174961222313381,0.331701533682113,2
"3",0.609535945208107,0.278384986025226,0.531788325770752,2
"4",0.211863222419568,0.152741787030573,0.297343431698461,3
"5",0.654776171623985,0.315186472560463,0.187384036870114,2
"6",0.304051354086178,0.281284144353248,0.288322881276062,3
"7",0.630639809781119,0.350819253995666,0.331046521051733,2
"8",0.516126228067483,0.271827204438759,0.639459485409394,1
"9",0.202162292323567,0.0925406050850495,0.00959561496942681,3
"10",0.452618326114903,0.372339600365908,0.304015715368302,2
"11",0.0893536377119582,0,0.0350058890873179,3
"12",0.40794876974832,0.211256231881303,0.234015914156258,3
"13",0.708641405491667,0.253392223758193,0.370855062080921,2
"14",0.366361413946732,0.240809745342777,0.338676936323663,1
"15",0.539304062886524,0.283347358087701,0.383799166895516,2
"16",0.216170324470787,0.405352591591391,0.310761526421142,3
"17",0.635164139281086,0.291193844473291,1,1
"18",0.123943404866288,0.232175141687613,0.0941333165358475,3
"19",0.416745619812958,0.216734887490508,0.494011402673639,1
"20",0.527317927174162,0.435354333374641,0.323716037452037,2
"21",0.154357741303076,0.0730802751490294,0.00909615674655881,3
"22",0.375162421013996,0.284393053319072,0.428286666690624,1
"23",0.28262621227063,0.425977696789377,0.41263483069547,1
"24",0.584890219452315,0.310275769183363,0.174665980136304,2
"25",0.192954806228374,0.195777332979546,0.0175608376435321,3
"26",0.0619044189431618,0.130116024826293,0.221308536182884,3
"27",0.451864195895669,0.223271909105738,0.371486808789199,2
"28",0.632229559068998,0.304407502558564,0.458664165023298,2
"29",0.289306482922433,0.177383817182732,0.0162019465504448,3
"30",0.209548579614054,0.335550760055064,0.163273264738088,3
"31",0.281071430563892,0.33425696497287,0.580039034378455,1
"32",0.0976905989884245,0.280516856432526,0.0223194017791766,3
"33",0.0612385249782871,0.224342728295611,0.0246125198785224,3
"34",0.474780193547102,0.307470357763272,0.527671154038499,1
"35",0.444249203864406,0.327541002691041,0.159127165333495,2
"36",0.514400029746222,0.337323020189826,0.768225414218397,1
"37",0.291550891061862,0.345367962830136,0.837627591764206,1
"38",0.645453506782782,0.290455394449468,0.639721515133401,1
"39",0.329190789251295,0.247515757320445,0.0731269708526595,3
"40",0,1,0.37218185331013,1
