"","","","","classificacoes"
"118",0.494432316743801,0.482493236025516,0.378400040537054,2
"119",0.581927988103716,0.484640448813221,0.382464459379418,2
"120",0.629869981869417,0.481719085757192,0.423638946035229,2
"121",0.349651836532954,0.473872822714298,0.443550988755877,3
"122",0.33714881133753,0.477108397747765,0.206960869953567,1
"123",0.109773715452975,0.434318335159881,0.133023604383031,1
"124",0.672663319166614,0.479328294683597,0.575482810890651,2
"125",0.524921795189527,0.483350214369403,0.200333470269581,2
"126",0.426819194579661,0.483614563320265,0.353231722667297,3
"127",0.340877988165905,0.48147040639185,0.231043197899498,3
"128",0.446524411796558,0.475017958224678,0.291374262123889,3
"129",0.651402407602457,0.483351999022782,0.415363641204206,2
"130",0.629356372488118,0.481750260703152,0.34572468356261,2
"131",0.420822300518612,0.468329321340523,0.40782399448718,3
"132",0.58388926197382,0.473786626532947,0.45247431570443,2
"133",0.458074566947046,0.477828756260307,0.26515237811159,2
"134",0.229535526297472,0.502337978745877,0.0409454327445996,1
"135",0.294865537156501,0.505096292991181,0.297211765879532,3
"136",0.339922844076602,0.460585837905567,0.375956751684532,3
"137",0.291120430551161,0.46072952293171,0.0422844780394312,1
"138",0.345692530085262,0.489251493468929,0.27168494747031,3
"139",0.260480983386239,0.488164812359665,0.354386207124333,3
"140",0.326384541251206,0.467343704856802,0.252196144409338,3
"141",0.414617641241325,0.47827885252807,0.323836836439357,3
"142",0.267382440262286,0.451640118003549,0.0271743749956058,1
"143",0.391848883891617,0.46294038923038,0.416900231027507,3
"144",0.391493578233296,0.471469509276095,0.335640359284171,3
"145",0.370866889941651,0.466241085663146,0.553815643781947,3
"146",0.315947259280341,0.457154833962487,0.0519190551973763,1
"147",0.316515743523809,0.472858966833697,0.485339133837623,3
"148",0.242776502716928,0.460694957762356,0.250827298865085,3
"149",0.347326929912223,0.461305050733222,0.167393504129895,1
"150",0.331121453853347,0.478841915072968,0.19257127434607,1
"151",0.346747760119533,0.468506888854758,0.345764661843951,3
"152",0.222973884151551,0.455947707448511,0.0698960156246261,1
"153",0.29875712494634,0.462058949383664,0.00636692672652644,1
"154",0.428539197275931,0.465004125713264,0.693019471503993,3
"155",0.301061327305206,0.469634184260924,0.243830499086068,3
"156",0.29165890777844,0.455202478993949,0.0307605402475248,1
"157",0.458710119250697,0.48024222322406,0.190398868030182,2
"158",0.302964981681126,0.457816951294929,0.029559223957953,1
"159",0.281645853139202,0.468317053365076,0.0362347034431802,1
"160",0.357455587468832,0.482911851250915,0.234047891070838,3
"161",0.435002705484008,0.474311569526426,0.267154051384643,3
"162",0.357275059363607,0.478045632399257,0.350124770241089,3
"163",0.231297305562206,0.460355148063447,0.178666271552852,1
"164",0.512650600717271,0.482045991269271,0.235398698777205,2
"165",0.370392372126109,0.466150053969046,0.284413526807433,3
"166",0.224989972516796,0.481839719426679,0.151209346351628,1
"167",0.333584673049504,0.474432401954,0.169116907159815,1
"168",0.306854980415552,0.473600755443339,0.312459427562833,3
"169",0.265918540603461,0.483886403807372,0.493884765935774,3
